long_hair,0,0,"긴머리,장발"
short_hair,0,0,"단발,짧은머리"
very_long_hair,0,0,"아주긴머리"
twintails,0,0,"트윈테일,쌍갈래머리"
ponytail,0,0,"포니테일,말총머리"
twin_braids,0,0,"양갈래땋기"
braid,0,0,"땋은머리"
bob_cut,0,0,"보브컷"
hair_bun,0,0,"경단머리"
double_bun,0,0,"양경단머리"
blunt_bangs,0,0,"일자앞머리,앞머리"
sidelocks,0,0,"옆머리"
ahoge,0,0,"바보털,아호게"
hair_between_eyes,0,0,"눈사이머리"
blonde_hair,0,0,"금발"
brown_hair,0,0,"갈색머리"
black_hair,0,0,"검은머리,흑발"
white_hair,0,0,"흰머리,백발"
grey_hair,0,0,"회색머리,은발"
red_hair,0,0,"빨간머리,적발"
blue_hair,0,0,"파란머리,청발"
pink_hair,0,0,"분홍머리"
purple_hair,0,0,"보라머리,자주머리"
green_hair,0,0,"초록머리,녹발"
orange_hair,0,0,"주황머리"
aqua_hair,0,0,"하늘색머리"
blue_eyes,0,0,"파란눈,청안"
red_eyes,0,0,"빨간눈,적안"
green_eyes,0,0,"초록눈,녹안"
brown_eyes,0,0,"갈색눈"
purple_eyes,0,0,"보라눈,자안"
yellow_eyes,0,0,"노란눈"
pink_eyes,0,0,"분홍눈"
aqua_eyes,0,0,"하늘색눈"
heterochromia,0,0,"오드아이,홍채이색증"
closed_eyes,0,0,"감은눈"
half-closed_eyes,0,0,"게슴츠레한눈"
glasses,0,0,"안경"
sunglasses,0,0,"선글라스"
smile,0,0,"미소,웃음,웃는얼굴"
grin,0,0,"활짝웃음,씨익"
blush,0,0,"홍조,볼빨개짐"
open_mouth,0,0,"입벌림,입벌린"
closed_mouth,0,0,"입다묾"
crying,0,0,"울음,우는얼굴"
tears,0,0,"눈물"
angry,0,0,"화남,화난얼굴"
surprised,0,0,"놀람"
embarrassed,0,0,"부끄러움,당황"
serious,0,0,"진지함"
smug,0,0,"거만한표정,득의양양"
tongue_out,0,0,"혀내밀기"
one_eye_closed,0,0,"윙크,한쪽눈감기"
expressionless,0,0,"무표정"
light_smile,0,0,"엷은미소"
breasts,0,0,"가슴"
large_breasts,0,0,"큰가슴,거유"
medium_breasts,0,0,"보통가슴"
small_breasts,0,0,"작은가슴,빈유"
huge_breasts,0,0,"초거유,왕가슴"
cleavage,0,0,"가슴골"
thighs,0,0,"허벅지"
thick_thighs,0,0,"두꺼운허벅지,꿀벅지"
wide_hips,0,0,"넓은골반"
navel,0,0,"배꼽"
collarbone,0,0,"쇄골"
armpits,0,0,"겨드랑이"
ass,0,0,"엉덩이"
barefoot,0,0,"맨발"
feet,0,0,"발"
midriff,0,0,"맨배,복부노출"
school_uniform,0,0,"교복"
serafuku,0,0,"세일러복"
bikini,0,0,"비키니"
swimsuit,0,0,"수영복"
one-piece_swimsuit,0,0,"원피스수영복"
dress,0,0,"드레스,원피스"
skirt,0,0,"치마,스커트"
pleated_skirt,0,0,"주름치마"
miniskirt,0,0,"미니스커트"
shirt,0,0,"셔츠"
t-shirt,0,0,"티셔츠"
thighhighs,0,0,"니삭스,오버니삭스"
pantyhose,0,0,"팬티스타킹"
kneehighs,0,0,"무릎양말"
socks,0,0,"양말"
gloves,0,0,"장갑"
hat,0,0,"모자"
maid,0,0,"메이드"
nurse,0,0,"간호사"
playboy_bunny,0,0,"바니걸,플레이보이바니"
kimono,0,0,"기모노"
japanese_clothes,0,0,"일본옷,일본전통의상"
lingerie,0,0,"란제리"
underwear,0,0,"속옷"
panties,0,0,"팬티"
bra,0,0,"브래지어,브라"
apron,0,0,"앞치마"
sweater,0,0,"스웨터"
hoodie,0,0,"후드티"
jacket,0,0,"재킷"
coat,0,0,"코트"
necktie,0,0,"넥타이"
ribbon,0,0,"리본"
hair_ribbon,0,0,"머리리본"
leotard,0,0,"레오타드"
nude,0,0,"나체,누드,알몸"
completely_nude,0,0,"완전나체"
crop_top,0,0,"크롭탑"
shorts,0,0,"반바지"
denim,0,0,"청바지,데님"
garter_straps,0,0,"가터벨트"
hair_ornament,0,0,"머리장식"
hairband,0,0,"머리띠,헤어밴드"
hairclip,0,0,"머리핀"
earrings,0,0,"귀걸이"
choker,0,0,"초커"
necklace,0,0,"목걸이"
halo,0,0,"천사고리,후광"
animal_ears,0,0,"동물귀"
cat_ears,0,0,"고양이귀"
fox_ears,0,0,"여우귀"
rabbit_ears,0,0,"토끼귀"
horns,0,0,"뿔"
wings,0,0,"날개"
tail,0,0,"꼬리"
cat_tail,0,0,"고양이꼬리"
standing,0,0,"서있음"
sitting,0,0,"앉음,앉아있음"
lying,0,0,"누움,누워있음"
kneeling,0,0,"무릎꿇기"
looking_at_viewer,0,0,"정면응시,카메라응시"
looking_back,0,0,"뒤돌아봄"
looking_to_the_side,0,0,"시선돌림,옆을봄"
